"Species_name","cleaned_name","tnrs_original_name","tnrs_matched_name","tnrs_accepted_name","tnrs_accepted_author","tnrs_family","tnrs_powo_uri","tnrs_taxonomic_status","tnrs_overall_score","tnrs_match_type"
"Per lapatifolia","Per lapatifolia","Per lapatifolia","Pera","Pera","Mutis","Peraceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:327619-2","Accepted",0.45701346754469,"unresolved_low_score"
"Per maculosa","Per maculosa","Per maculosa","Pera","Pera","Mutis","Peraceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:327619-2","Accepted",0.45701346754469,"unresolved_low_score"
"Persicaria maculosa","Persicaria maculosa","Persicaria maculosa","Persicaria maculosa","Persicaria maculosa","Gray","Polygonaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:695052-1","Accepted",1,"accepted_or_direct"
"Petrocopsis glaucifolia","Petrocopsis glaucifolia","Petrocopsis glaucifolia","Petrocoptis glaucifolia","Petrocoptis glaucifolia","(Lag.) Boiss.","Caryophyllaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:155948-1","Accepted",0.98599670627294,"accepted_or_direct"
"Petrocoptis wiedmannii ","Petrocoptis wiedmannii","Petrocoptis wiedmannii","Petrocoptis wiedmannii","Petrocoptis wiedmannii","Merxm. & Grau","Caryophyllaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:155959-1","Accepted",1,"accepted_or_direct"
"Petrorhagia nanteuilii","Petrorhagia nanteuilii","Petrorhagia nanteuilii","Petrorhagia nanteuilii","Petrorhagia nanteuilii","(Burnat) P.W.Ball & Heywood","Caryophyllaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:155978-1","Accepted",1,"accepted_or_direct"
"Petrosedum sediforme","Petrosedum sediforme","Petrosedum sediforme","Petrosedum sediforme","Petrosedum sediforme","(Jacq.) Grulich","Crassulaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:914411-1","Accepted",1,"accepted_or_direct"
"Ph americana","Ph americana","Ph americana","[No match found]","","","","","",NA,"unresolved_no_match"
"Ph vulgare","Ph vulgare","Ph vulgare","[No match found]","","","","","",NA,"unresolved_no_match"
"Phillyrea latifolia","Phillyrea latifolia","Phillyrea latifolia","Phillyrea latifolia","Phillyrea latifolia","L.","Oleaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:610971-1","Accepted",1,"accepted_or_direct"
"Phleum pratense","Phleum pratense","Phleum pratense","Phleum pratense","Phleum pratense","L.","Poaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:415868-1","Accepted",1,"accepted_or_direct"
"Phragmites australis","Phragmites australis","Phragmites australis","Phragmites australis","Phragmites australis","(Cav.) Trin. ex Steud.","Poaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30337627-2","Accepted",1,"accepted_or_direct"
"Phy latifolia","Phy latifolia","Phy latifolia","Phu","Valeriana","L.","Caprifoliaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:41157-1","Synonym",0.40042615603257,"unresolved_low_score"
"Phyllostachys aurea","Phyllostachys aurea","Phyllostachys aurea","Phyllostachys aurea","Phyllostachys aurea","(André) Rivière & C.Rivière","Poaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:415983-1","Accepted",1,"accepted_or_direct"
"Physospermum cornubiense","Physospermum cornubiense","Physospermum cornubiense","Physospermum cornubiense","Physospermum cornubiense","(L.) DC.","Apiaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:846605-1","Accepted",1,"accepted_or_direct"
"Phyteuma orbiculare","Phyteuma orbiculare","Phyteuma orbiculare","Phyteuma orbiculare","Phyteuma orbiculare","L.","Campanulaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:144438-1","Accepted",1,"accepted_or_direct"
"Phyteuma pyrenaicum","Phyteuma pyrenaicum","Phyteuma pyrenaicum","Phyteuma pyrenaicum","Phyteuma spicatum","L.","Campanulaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:144462-1","Illegitimate",1,"fuzzy_auto"
"Pi hierazoides","Pi hierazoides","Pi hierazoides","[No match found]","","","","","",NA,"unresolved_no_match"
"Pi hyerazoides","Pi hyerazoides","Pi hyerazoides","[No match found]","","","","","",NA,"unresolved_no_match"
"Pi major","Pi major","Pi major","[No match found]","","","","","",NA,"unresolved_no_match"
"Pi minor","Pi minor","Pi minor","[No match found]","","","","","",NA,"unresolved_no_match"
"Pi officinalis","Pi officinalis","Pi officinalis","[No match found]","","","","","",NA,"unresolved_no_match"
"Pi saxifraga","Pi saxifraga","Pi saxifraga","[No match found]","","","","","",NA,"unresolved_no_match"
"Pi saxifraga/major","Pi saxifraga/major","Pi saxifraga/major","[No match found]","","","","","",NA,"unresolved_no_match"
"Pi tobira","Pi tobira","Pi tobira","[No match found]","","","","","",NA,"unresolved_no_match"
"Picris hieracioides","Picris hieracioides","Picris hieracioides","Picris hieracioides","Picris hieracioides","L.","Asteraceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:237848-1","Accepted",1,"accepted_or_direct"
"Pilosella castellana","Pilosella castellana","Pilosella castellana","Pilosella castellana","Pilosella castellana","(Boiss. & Reut.) F.W.Schultz & Sch.Bip.","Asteraceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:238035-1","Accepted",1,"accepted_or_direct"
"Pimpinella saxifraga","Pimpinella saxifraga","Pimpinella saxifraga","Pimpinella saxifraga","Pimpinella saxifraga","L.","Apiaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:847025-1","Accepted",1,"accepted_or_direct"
"Pimpinella siifolia","Pimpinella siifolia","Pimpinella siifolia","Pimpinella siifolia","Parapimpinella siifolia","(Leresche) Fern.Prieto, Sanna & Arjona","Apiaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:847036-1","Synonym",1,"synonym_to_accepted"
"Pinguicola grandiflora","Pinguicola grandiflora","Pinguicola grandiflora","Pinguicula grandiflora","Pinguicula grandiflora","Lam.","Lentibulariaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:526455-1","Accepted",0.98428510306992,"accepted_or_direct"
"Pinus pinaster","Pinus pinaster","Pinus pinaster","Pinus pinaster","Pinus pinaster","Aiton","Pinaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:263216-1","Accepted",1,"accepted_or_direct"
"Pinus sylvestris","Pinus sylvestris","Pinus sylvestris","Pinus sylvestris","Pinus sylvestris","L.","Pinaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:263353-1","Accepted",1,"accepted_or_direct"
"Pirus cordata","Pirus cordata","Pirus cordata","Pyrus cordata","Pyrus cordata","Desv.","Rosaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:730782-1","Accepted",0.96021221090168,"accepted_or_direct"
"Pl lagopus","Pl lagopus","Pl lagopus","[No match found]","","","","","",NA,"unresolved_no_match"
"Plantago alpina","Plantago alpina","Plantago alpina","Plantago alpina","Plantago alpina","L.","Plantaginaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:684855-1","Accepted",1,"accepted_or_direct"
"Plantago coronopus","Plantago coronopus","Plantago coronopus","Plantago coronopus","Plantago coronopus","L.","Plantaginaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:685048-1","Accepted",1,"accepted_or_direct"
"Plantago coronotus","Plantago coronotus","Plantago coronotus","Plantago coronopus","Plantago coronopus","L.","Plantaginaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:685048-1","Accepted",0.98210117101673,"accepted_or_direct"
"Plantago lanceolata","Plantago lanceolata","Plantago lanceolata","Plantago lanceolata","Plantago lanceolata","L.","Plantaginaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:321285-2","Accepted",1,"accepted_or_direct"
"Plantago major","Plantago major","Plantago major","Plantago major","Plantago major","L.","Plantaginaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:321286-2","Accepted",1,"accepted_or_direct"
"Plantago maritima","Plantago maritima","Plantago maritima","Plantago maritima","Plantago maritima","L.","Plantaginaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30063012-2","Accepted",1,"accepted_or_direct"
"Po cambricum","Po cambricum","Po cambricum","[No match found]","","","","","",NA,"unresolved_no_match"
"Po repens","Po repens","Po repens","[No match found]","","","","","",NA,"unresolved_no_match"
"Po trivialis","Po trivialis","Po trivialis","[No match found]","","","","","",NA,"unresolved_no_match"
"Po trivialis  ","Po trivialis","Po trivialis","[No match found]","","","","","",NA,"unresolved_no_match"
"Po trivialis CF","Po trivialis","Po trivialis","[No match found]","","","","","",NA,"unresolved_no_match"
"Po verticilatum","Po verticilatum","Po verticilatum","[No match found]","","","","","",NA,"unresolved_no_match"
"Po viridis","Po viridis","Po viridis","[No match found]","","","","","",NA,"unresolved_no_match"
"Po vulgaris","Po vulgaris","Po vulgaris","[No match found]","","","","","",NA,"unresolved_no_match"
"Poa alpina","Poa alpina","Poa alpina","Poa alpina","Poa alpina","L.","Poaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:320036-2","Accepted",1,"accepted_or_direct"
"Poa annua","Poa annua","Poa annua","Poa annua","Poa annua","L.","Poaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:320035-2","Accepted",1,"accepted_or_direct"
"Poa pratensis","Poa pratensis","Poa pratensis","Poa pratensis","Poa pratensis","L.","Poaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:417792-1","Accepted",1,"accepted_or_direct"
"Poa sp","Poa","Poa","Poa","Poa","L.","Poaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30001404-2","Accepted",1,"accepted_or_direct"
"Poa triviali","Poa triviali","Poa triviali","Poa trivialis","Poa trivialis","L.","Poaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:320346-2","Accepted",0.98210117101673,"accepted_or_direct"
"Poa trivialis","Poa trivialis","Poa trivialis","Poa trivialis","Poa trivialis","L.","Poaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:320346-2","Accepted",1,"accepted_or_direct"
"Poligonatum multiflorum","Poligonatum multiflorum","Poligonatum multiflorum","Polygonatum multiflorum","Polygonatum multiflorum","(L.) All.","Asparagaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30081981-2","Accepted",0.98599670627294,"accepted_or_direct"
"Polipodium vulgare","Polipodium vulgare","Polipodium vulgare","Polypodium vulgare","Polypodium vulgare","L.","Polypodiaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:300720-2","Accepted",0.98428510306992,"accepted_or_direct"
"Polygonatum odoratum","Polygonatum odoratum","Polygonatum odoratum","Polygonatum odoratum","Polygonatum odoratum","(Mill.) Druce","Asparagaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:540195-1","Accepted",1,"accepted_or_direct"
"Polygonum maritimum","Polygonum maritimum","Polygonum maritimum","Polygonum maritimum","Polygonum maritimum","L.","Polygonaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:696042-1","Accepted",1,"accepted_or_direct"
"Polypodium cambricum","Polypodium cambricum","Polypodium cambricum","Polypodium cambricum","Polypodium cambricum","L.","Polypodiaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:17184700-1","Accepted",1,"accepted_or_direct"
"Polypodium vulgare","Polypodium vulgare","Polypodium vulgare","Polypodium vulgare","Polypodium vulgare","L.","Polypodiaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:300720-2","Accepted",1,"accepted_or_direct"
"Polystichum lonchitis","Polystichum lonchitis","Polystichum lonchitis","Polystichum lonchitis","Polystichum lonchitis","(L.) Roth","Dryopteridaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:17414110-1","Accepted",1,"accepted_or_direct"
"Polystichum setiferum","Polystichum setiferum","Polystichum setiferum","Polystichum setiferum","Polystichum setiferum","(Forssk.) T.Moore ex Woynar","Polypodiaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:17414550-1","Accepted",1,"accepted_or_direct"
"Populus nigra","Populus nigra","Populus nigra","Populus nigra","Populus nigra","L.","Salicaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:776790-1","Accepted",1,"accepted_or_direct"
"Potentilla crantzii","Potentilla crantzii","Potentilla crantzii","Potentilla crantzii","Potentilla crantzii","(Crantz) Beck ex Fritsch","Rosaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:727916-1","Accepted",1,"accepted_or_direct"
"Potentilla erecta","Potentilla erecta","Potentilla erecta","Potentilla erecta","Potentilla erecta","(L.) Raeusch.","Rosaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60457410-2","Accepted",1,"accepted_or_direct"
"Potentilla reptans","Potentilla reptans","Potentilla reptans","Potentilla reptans","Potentilla reptans","L.","Rosaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:324739-2","Accepted",1,"accepted_or_direct"
"Pplantgo mayor","Pplantgo mayor","Pplantgo mayor","Planatgo","","","Plantaginaceae","","No opinion",0.45701346754469,"unresolved_low_score"
