Taxón
Lathyrus linifolius (Reichard) Bässler, Feddes Repert. 82(6): 434 (1971)
Lathyrus niger (L.) Bernh., Syst. Verz.: 248 (1800)
Lathyrus nissolia L., Sp. Pl.: 729 (1753)
Lathyrus nudicaulis (Willk.) Amo, Mem. Real Acad. Ci. Exact. Madrid 5: 321 (1861)
Lathyrus occidentalis (Fisch. & C.A.Mey.) Fritsch, Sitz.-Ber. Akad. Wiss. Wien 104: 499, 517 (1895)
Lathyrus pratensis L., Sp. Pl.: 733 (1753)
Lathyrus setifolius L., Sp. Pl.: 731 (1753) 
Lathyrus sphaericus Retz., Observ. Bot. 3: 39 (1783)
Lathyrus sylvestris L., Sp. Pl.: 733 (1753)
Laurus nobilis L., Sp. Pl.: 369 (1753)
Lavandula dentata L., Sp. Pl.: 572 (1753)
Lavandula latifolia Medik., Bot. Beob. 1783: 135 (1784)
Lavandula stoechas subsp. sampaioana Rozeira, Brotéria Ci. Nat. 18: 70 (1949)
Leersia oryzoides (L.) Sw., Nov. Gen. Sp. Pl.: 21 (1788)
Legousia scabra (Lowe) Gamisans, Cat. Pl. Vasc. Corse: 100 (1985)
Lemna gibba L., Sp. Pl.: 970 (1753)
Lemna minor L., Sp. Pl.: 970 (1753)
Lens culinaris Medik., Vorles. Churpfälz. Phys.-Ökon. Ges. 2: 361 (1797)
Leonotis leonurus (L.) R.Br., Hort. Kew., ed. 2, 3: 410 (1811)
Leontodon hispidus L., Sp. Pl.: 799 (1753)
Leontodon saxatilis Lam. subsp. rothii Maire, in Jahandiez & Maire, Cat. Pl. Maroc: 833 (1934)
Leontodon saxatilis Lam., Fl. Franç. 2: 115 (1779) subsp. saxatilis
Leopoldia comosa (L.) Parl., Giorn. Bot. Ital. 2(2): 160 (1847)
Lepidium campestre (L.) R.Br., in W.T.Aiton, Hort. Kew., ed. 2, 4: 88 (1812)
Lepidium graminifolium L., Syst. Nat., ed. 10: 1127 (1759)
Lepidium heterophyllum Benth., Cat. Pl. Pyrénées: 95 (1826)
Lepidium latifolium L., Sp. Pl.: 644 (1753)
Lepidium virginicum L., Sp. Pl.: 645 (1753)
Leptospermum scoparium J.R.Forst. & G.Forst., Char. Gen. Pl.: 36 (1775)
Leucanthemopsis flaveola (Hoffmanns. & Link) Heywood, Anales Inst. Bot. Cavanilles 32(2): 184 (1975)
Leucanthemum gaudinii Dalla Torre subsp. cantabricum (Font Quer & Guinea) Vogt, Ruizia 10: 98 (1991)
Leucanthemum ircutianum (Turcz.) DC. subsp. cantabricum (Sennen) Vogt, Ruizia 10: 121 (1991)
Leucanthemum ircutianum (Turcz.) DC. subsp. crassifolium (Lange) Vogt, Ruizia 10: 127 (1991)
Leucanthemum maximum (Ramond) DC., Prodr. 6: 46 (1838)
Leucanthemum pluriflorum Pau, Bol. Soc. Aragonesa Ci. Nat. 1: 31 (1902)
Leucothoë fontanesiana (Steud.) Sleumer., Bot. Jahrb. Syst. 78(4): 438-439 (1959) 
Levisticum officinale W.D.J.Koch, Nova Acta Phys.-Med. Acad. Caes. Leop.-Carol. Nat. Cur. 12(1): 101 (1824)
Leycesteria formosa Wall., in Roxb., Fl. Indica 2: 182 (1824)
Ligustrum delavayanum Har., J. Bot. (Morot) 14(6): 172-173 (1900)
Ligustrum lucidum W.T.Aiton, Hort. Kew., ed. 2, 1: 19 (1810)
Ligustrum ovalifolium Hassk., Cat. Horto Bogor.: 119 (1844)
Ligustrum vulgare L., Sp. Pl.: 7 (1753)
Lilium candidum L., Sp. Pl.: 302 (1753)
Lilium martagon L., Sp. Pl.: 303 (1753)
Lilium pyrenaicum Gouan, Ill. Observ. Bot.: 25 (1773)
Limbarda crithmoides (L.) Dumort., Fl. Belg.: 68 (1827)
Limniris pseudacorus (L.) Fuss, Fl. Transsilv.: 636 (1866)
Limodorum abortivum (L.) Sw., Nova Acta Soc. Sc. Upsal. 6: 80 (1799)
Limonium binervosum (G.E.Sm.) C.E.Salmon, J. Bot. 45: 24 (1907)
Limonium dodartii (Girard) Kuntze, Revis. Gen. Pl. 2: 395 (1891)
Limonium humile Mill., Gard. Dict., ed. 8: n.º 4 (1768)
Limonium vulgare Mill., Gard. Dict., ed. 8: n.º 1 (1768)
Linaria elegans Cav., Descr. Pl.: 338 (1802)
Linaria alpina (L.) Mill., Gard. Dict., ed. 8, n.º 4 (1768) subsp. alpina
Linaria alpina (L.) Mill. subsp. faucicola (Levier & Leresche) Rivas Mart., Izco & M.Costa, Trab. Dept. Bot. Fisiol Veg. Madrid 3: 107 (1971)
Linaria alpina (L.) Mill. subsp. filicaulis (Boiss. ex Leresche & Levier) M.Laínz, Bol. Inst. Estud. Asturianos, Supl. Ci., 5: 41(1962)
Linaria elegans Cav., Descr. Pl.: 338 (1802)
Linaria saxatilis (L.) Chaz. subsp. glabrescens (Lange) M.Laínz, Aport. Fl. Gallega VIII: 20 (1971)
Linaria simplex Desf., Tabl. École Bot.: 65 (1804)
Linaria supina (L.) Chaz. subsp. maritima (DC.) M.Laínz, Aport. Fl. Gallega VIII: 20 (1971)
Linaria supina (L.) Chaz., Dict. Jard., suppl. 2: 39 (1790) subsp. supina
Linaria triornithophora (L.) Willd., Enum. Pl. Horti Berol. 639 (1809)
Linaria vulgaris Mill., Gard. Dict., ed. 8: n.º 1 (1768)
Linum alpinum Jacq., Enum. Stirp. Vindob.: 229 (1762)
Linum bienne Mill., Gard. Dict., ed. 8: n.º 8 (1768)
Linum catharticum L., Sp. Pl.: 281 (1753)
Linum narbonense L., Sp. Pl.: 278 (1753)
Linum salsoloides Lam., Encycl. 3: 521 (1792)
Linum strictum L., Sp. Pl.: 279 (1753)
Linum trigynum L., Sp. Pl.: 279 (1753)
Linum usitatissimum L., Sp. Pl.: 277 (1753)
Linum viscosum L., Sp. Pl., ed. 2: 398 (1762)
Liquidambar orientalis Mill., Gard. Dict., ed. 8: n.º 2 (1768)
Liquidambar styraciflua L., Sp. Pl.: 999 (1753)
Liriodendron tulipifera L., Sp. Pl.: 535 (1753)
Liriope muscari (Decne.) L.H.Bailey, Gentes Herb. 2: 35 (1929)
Liriope spicata (Thunb.) Lour., Fl. Cochinch. 1: 201 (1790)
Lithospermum officinale L., Sp. Pl.: 132 (1753)
Littorella uniflora (L.) Asch., Fl. Brandenburg 1: 544 (1866)
Lobelia urens L., Sp. Pl.: 931 (1753)
Lobularia maritima (L.) Desv., J. Bot. Agric. 3: 162 (1815)
Logfia arvensis (L.) Holub, Notes Roy. Bot. Gard. Edinburgh 33: 432 (1975)
Logfia gallica (L.) Coss. & Germ., Ann. Sci. Nat. (París), ser. 2, 20: 291 (1843)
Logfia minima (Sm.) Dumort., Fl. Belg.: 68 (1829)
Lolium ×hybridum Hausskn., Mitth. Thüring. Bot. Vereins, n.s., 5: 32 (1887)
Lolium multiflorum Lam., Fl. Franç. 3: 621 (1779)
Lolium perenne L., Sp. Pl.: 83 (1753)
Lolium rigidum Gaudin, Agrost. Helv. 1: 334 (1811)
Lonicera caprifolium L., Sp. Pl.: 173 (1753)
Lonicera etrusca Santi, Viagg. Montamiata: 113, pl. 1 (1795)
Lonicera japonica Thunb., in Murray, Syst. Veg., ed. 14: 216 (1784)
Lonicera nitida E.H.Wilson, Gard. Chron., ser. 3, 1: 102 (1911)
Lonicera periclymenum L., Sp. Pl.: 173 (1753)
Lonicera pileata Oliv., Hooker's Icon. Pl. 16: t. 1585 (1887)
Lonicera xylosteum L., Sp. Pl.: 174 (1753)
Loropetalum chinense (R.Br.) Oliv., Trans. Linn. Soc. London 23(4): 459, f. 4 (1862)
Lotus angustissimus L., Sp. Pl.: 774 (1753)
Lotus corniculatus L. subsp. alpinus (Schleich. ex DC.) Rothm., Feddes Repert. 64(1-3): 6 (1963)
Lotus corniculatus L. subsp. carpetanus (Lacaita) Rivas Mart., Anales Inst. Bot. Cavanilles 21(1): 240 (1963)
Lotus corniculatus L., Sp. Pl.: 775 (1753) subsp. corniculatus
Lotus hispidus Desf. ex DC., in Lam. & DC., Fl. Franç., ed. 3, 4: 556 (1805)
Lotus parviflorus Desf., Fl. Atlant. 2: 206, t. 211 (1799)
Lotus pedunculatus Cav., Icon. 2: 52, t. 164 (1793)
Lotus tenuis Willd., Enum. Pl.: 797 (1809)
Ludwigia palustris (L.) Elliott., Sketch Bot. S. Carolina 1: 211 (1817)
Lunaria annua L., Sp. Pl.: 653 (1753)
Lupinus angustifolius L., Sp. Pl.: 721 (1753)
Lupinus luteus L., Sp. Pl.: 722 (1753)
Luzula caespitosa (J.Gay ex E.Mey.) Steud., Syn. Pl. Glumac.: 294 (1855)
Luzula campestris (L.) DC., in Lam. & DC., Fl. Franç., ed. 3, 3: 161 (1805)
Luzula congesta (Thuill.) Lej., Fl. Spa 1: 168 (1811)
Luzula forsteri (Sm.) DC., in Lam. & DC., Syn. Pl. Fl. Gall.: 150 (1806)
Luzula ×gayana Font Quer & Rothm., Cavanillesia 7: 175 (1936)
Luzula lactea (Link) E.Mey., Syn. Luzul.: 15, t. 9 (1823)
Luzula multiflora (Ehrh.) Lej. subsp. carpetana (Rivas Mart.) Fern.Prieto & Nava, Doc. Jard. Bot. Atlántico 11: 52 (2014)
Luzula multiflora (Ehrh.) Lej., Fl. Spa 1: 169 (1811) subsp. multiflora
Luzula pediformis (Chaix) DC., in Lam. & DC., Fl. Franç., ed. 3, 3: 162 (1805)
Luzula ×somedana Fern.-Carv. & Fern.Prieto, Stud. Bot. Univ. Salamanca 2: 134 (1983)
Luzula spicata (L.) DC, in Lam. & DC., Fl. Franç., ed. 3, 3: 161 (1805)
Luzula sylvatica (Huds.) Gaudin subsp. henriquesii (Degen) P.Silva, Agron. Lusit. 12: 359 (1950)
Lychnis coronaria (L.) Desr., in Lam., Encycl. 3: 643 (1792)
Lychnis flos-cuculi L., Sp. Pl.: 436 (1753)
Lycianthes rantonnei (Carrière) Bitter, Abh. Naturwiss. Vereins Bremen 24: 332 (1920)
Lycopersicon esculentum Mill., Gard. Dict., ed. 8: n.º 2 (1768) (nom. cons.)
Lycopodiella inundata (L.) Holub, Preslia 36: 21 (1964)
Lycopodium clavatum L., Sp. Pl.: 1101 (1753)
Lycopsis arvensis L., Sp. Pl.: 139 (1753)
Lycopus europaeus L., Sp. Pl.: 21 (1753)
Lysimachia congestiflora Hemsl., J. Linn. Soc., Bot. 26(173): 501(1889)
Lysimachia nemorum L., Sp. Pl.: 148 (1753)
Lysimachia vulgaris L., Sp. Pl.: 146 (1753)
Lythrum hyssopifolia L., Sp. Pl.: 447 (1753)
Lythrum junceum Banks & Sol., in Russell, Nat. Hist. Aleppo, ed. 2, 2: 253 (1794)
Lythrum portula (L.) D.A.Webb, Feddes Repert. 74: 13 (1967)
Lythrum salicaria L., Sp. Pl.: 446 (1753)
Maclura pomifera (Raf.) C.K.Schneid., Ill. Handb. Laubholzk. [C.K.Schneider] 1: 806 (1906)
Magnolia grandiflora L., Syst. Nat., ed. 10: 1082 (1759)
Magnolia liliiflora Desr., in Lam., Encycl. 3: 675 (1792)
Magnolia ×loebneri Kache, Gartenschönheit 1: 20 (1920)
Magnolia ×soulangeana Soul.-Bod., Mém. Soc. Linn. Paris 5: 23 (1827)
Magnolia stellata (Siebold & Zucc.) Maxim., Bull. Acad. Imp. Sci. Saint-Pétersbourg 17(4): 419 (1872)
Mahonia aquifolium (Pursh) Nutt., Gen. N. Amer. Pl. 1: 212 (1818)
Mahonia japonica (Thunb.) DC., Syst. Nat. 2: 22 (1821)
Mahonia ×media C.D.Brickell, Plantsman 1(1): 16 (1979)
Malus pumila Mill., Gard. Dict., ed. 8: n.º 3 (1768)
Malus ×purpurea (E.Barbier) Rehder, J. Arnold Arbor. 2: 57 (1920)
Malus sylvestris (L.) Mill., Gard. Dict., ed. 8: n.º 1 (1768)
Malva arborea (L.) Webb & Berthel., Hist. Nat. Iles Canaries 3(2,1): 30 (1836)
Malva colmeiroi Willk., Linnaea 30: 93 (1860)
Malva moschata L., Sp. Pl.: 690 (1753)
Malva multiflora (Cav.) Soldano, Banfi & Galasso, Atti Soc. Ital. Sci. Nat. Mus. Civico Storia Nat. Milano 146: 230 (2005)
Malva neglecta Wallr., Syll. Pl. Nov. 1: 140 (1824)
Malva nicaeensis All., Fl. Pedem. 2: 40 (1785)
Malva olbia (L.) Alef., Oesterr. Bot. Z. 12: 258 (1862)
Malva parviflora L., Amoen. Acad. 3: 416 (1756)
Malva sylvestris L., Sp. Pl.: 689 (1753)
Malva trimestris (L.) Salisb., Prodr. Stirp. Chap. Allerton 381 (1796)
Marrubium vulgare L., Sp. Pl.: 583 (1753)
Matricaria discoidea DC., Prodr. 6: 50 (1838)
Matricaria chamomilla L., Sp. Pl.: 891 (1753)
Matthiola incana (L.) R.Br., in W.T.Aiton, Hort. Kew., ed. 2, 4: 119 (1812)
Matthiola perennis Conti, Mém. Herb. Boissier 18: 58 (1900)
Meconopsis cambrica (L.) Vig., Hist. Pavots Argém.: 48 (1814)
Medicago arabica (L.) Huds., Fl. Angl.: 288 (1762)
Medicago italica (Mill.) Fiori, in Fiori & Paol., Iconogr. Fl. Ital., ed. 2: 237 (1921)
Medicago littoralis Rohde ex Loisel., Not. Fl. France: 118 (1810)
Medicago lupulina L. subsp. cupaniana (Guss.) Nyman, Consp. Fl. Eur.: 170 (1878)
Medicago lupulina L., Sp. Pl.: 779 (1753) subsp. lupulina
Medicago marina L., Sp. Pl.: 779 (1753)
Medicago minima (L.) L., Fl. Angl.: 21 (1754)
Medicago murex Willd., Sp. Pl. 3(2): 1410 (1802)
Medicago orbicularis (L.) Bartal., Cat. Piante Siena: 60 (1776)
Medicago polyceratia (L.) Trautv., Bull. Sci. Acad. Imp. Sci. Saint-Pétersbourg 8: 272 (1841)
Medicago polymorpha L., Sp. Pl.: 779 (1753)
Medicago sativa L., Sp. Pl.: 778 (1753)
Medicago suffruticosa Ramond ex DC., in Lam. & DC., Fl. Franç., ed. 3, 4: 541 (1805)
Melampyrum pratense L., Sp. Pl.: 605 (1753)
Melianthus major L., Sp. Pl.: 639 (1753)
Melica ciliata L., Sp. Pl.: 66 (1753)
Melica uniflora Retz., Observ. Bot. 1: 10 (1779)
Melilotus albus Medik., Vorles. Churpfälz. Phys.-Ökon. Ges. 3: 382 (1787)
Melilotus altissimus Thuill., Fl. Env. Paris, ed. 2: 378 (1799)
Melilotus indicus (L.) All., Fl. Pedem. 1: 308 (1785)
Melilotus italicus (L.) Lam., Fl. Franç. 2: 594 (1779)
Melilotus officinalis (L.) Lam., Fl. Franç. 2: 594 (1778)
Melilotus segetalis (Brot.) Ser., in DC., Prodr. 2: 187 (1825)
Melissa officinalis L., Sp. Pl.: 592 (1753)
Melittis melissophyllum L., Sp. Pl.: 597 (1753)
Mentha aquatica L., Sp. Pl.: 576 (1753)
Mentha longifolia (L.) Huds., Fl. Angl.: 221 (1762)
Mentha ×maximilianea F.W.Schultz, Pollichia 12: 34 (1854)
Mentha ×piperita L., Sp. Pl.: 576 (1753)
Mentha pulegium L., Sp. Pl.: 577 (1753)
Mentha ×rotundifolia (L.) Huds., Fl. Angl.: 221 (1762)
Mentha suaveolens Ehrh., Beitr. Naturk. 7: 149 (1792)
Menyanthes trifoliata L., Sp. Pl.: 145 (1753)
Mercurialis ambigua L.f., Dec. Pl. Horti Upsal. 1: 15 (1762)
Mercurialis annua L., Sp. Pl.: 1035 (1753)
Mercurialis perennis L., Sp. Pl.: 1035 (1753)
Merendera montana (L.) Lange, in Willk. & Lange, Prodr. Fl. Hispan. 1: 193 (1861)
Metasequoia glyptostroboides Hu & W.C.Cheng, Bull. Fan Mem. Inst. Biol., n.s., 1(2): 154-157, pl. 1 (1948)
Metrosideros excelsa Solander ex Gaertn., Fruct. Sem. Pl. 1: 172 (1788)
Meum athamanticum Jacq., Fl. Austriac. 4: 2, t. 303 (1776)
Mibora minima (L.) Desv., Observ. Pl. Angers: 45 (1818)
Micranthes lepismigena (Planellas) Fern.Prieto, Vázquez, Vallines & Cires, Bol. Cien. Nat. R.I.D.E.A. 51: 282 (2011)
Micranthes ×paui (Merino) Fern.Prieto & Vázquez, Doc. Jard. Bot. Atlántico 11: 52. 2014
Micranthes stellaris (L.) Galasso, Banfi & Soldano, Atti Soc. Ital. Sci. Nat. Mus. Civ. Stor. Nat. Milano 146(2): 231 (2005)
Micropyrum tenellum (L.) Link, Linnaea 17: 357 (1843)
Microrrhinum minus (L.) Fourr., Ann. Soc. Linn. Lyon 17: 127 (1869)
Milium effusum L., Sp. Pl.: 61 (1753)
Minuartia hybrida (Vill.) Schischk., in Kom., Fl. URSS 6: 488 (1936) subsp. hybrida 
Minuartia hybrida (Vill.) Schischk. subsp. vaillantiana (Ser.) Friedrich, in Hegi, Ill. Fl. Mitt.-Eur. ed. 2, 3(2): 795 (1962)
Minuartia recurva (All.) Schinz & Thell. subsp. condensata (C. Presl) Greuter & Burdet, Willdenowia 12: 188 (1982)
Minuartia rostrata (Pers.) Rchb., Icon. Fl. Germ. Helv. 5: 28 (1841-1842)
Minuartia verna (L.) Hiern, J. Bot. 37: 320 (1899)
Minuartia villarii (Balb.) Wilczek & Chenevard, Ann. Cons. Jard. Bot. Genève 15: 256 (1912)
Mirabilis jalapa L., Sp. Pl.: 177 (1753)
Misopates orontium (L.) Raf., Autikon Bot.: 158 (1840)
Modiola caroliniana (L.) G.Don, Gen. Hist. 1: 466 (1831)
Moehringia pentandra J.Gay, Ann. Sci. Nat., ser. 1, 26: 230 (1832)
Moehringia trinervia (L.) Clairv., Man. Herbor. Suisse: 150 (1811)
Moenchia erecta (L.) G.Gaertn., B.Mey. & Scherb., Fl. Wetterau 1: 219 (1799)
Molinia caerulea (L.) Moench subsp. arundinacea (Schrank) H.K.G.Paul, Ber. Bayer. Bot. Ges. 23: 154 (1938)
Molinia caerulea (L.) Moench, Methodus: 183 (1794) subsp. caerulea
Molinia caerulea (L.) Moench subsp. hispanica Frey, Fragm. Florist. Geobot. 21(4): 464 (1975)
Monotropa hypopithys L., Sp. Pl.: 387 (1753)
Montia fontana L. subsp. amporitana Sennen, Bull. Géogr. Bot. 21: 110 (1911)
Montia fontana L. subsp. chondrosperma (Fenzl) Walters, Watsonia 3: 4 (1953)
Moricandia arvensis (L.) DC., Syst. Nat. 2: 626 (1821)
Morus alba L., Sp. Pl.: 986 (1753)
Morus nigra L., Sp. Pl.: 986 (1753)
Muehlenbeckia complexa (A.Cunn.) Meisn., Pl. Vasc. Gen. 2: 227 (1841)
Murbeckiella boryi (Boiss.) Rothm., Bot. Not. 90: 469 (1939)
Musa basjoo Siebold & Zucc. ex Iinuma, Sintei Somoku Dzusetsu, ed. 2, 3: t. 1 (1874)
Muscari neglectum Guss. ex Ten., Syll. Pl. Fl. Neapol., App. 5: 13 (1842)
Myoporum laetum G.Forst., Fl. Ins. Austr. 44 44 (1786)
Myosotis alpestris F.W.Schmidt, Fl. Boëm. 3: 26 (1794)
Myosotis arvensis (L.) Hill, Veg. Syst. 7: 55, pl. 52, fig. 2 (1764)
Myosotis balbisiana Jord., Mém. Acad. Roy. Sci. Lyon, Sect. Sci., ser 2, 1: 339 (1851)
Myosotis decumbens Host subsp. teresiana (Sennen) Grau, Oesterr. Bot. Z. 111: 578 (1964)
Myosotis discolor Pers., Syst. Veg. ed. 15: 190 (1797)
Myosotis laxa Lehm. subsp. caespitosa (Schultz) Nordh., Norsk Fl.: 529 (1940)
Myosotis martini Sennen, Pl. Espagne 1926, n. 5804, in sched. (1926-1927)
Myosotis ramosissima Rochel, in Schult., Oestr. Fl., ed. 2, 1: 366 (1814)
Myosotis scorpioides L., Sp. Pl.: 131 (1753)
Myosotis secunda Al.Murray, North. Fl.: 115 (1836) subsp. secunda
Myosotis stolonifera (J.Gay ex A.DC.) Leresche & Levier, Deux Excurs, Bot. 83 (1881)
Myosotis stricta Link ex Roem. & Schult., Syst. Veg., ed. 15, 4: 104 (1819)
Myosurus minimus L., Sp. Pl.: 284 (1753)
Myrica gale L., Sp. Pl.: 1024 (1753)
Myriophyllum alterniflorum DC., in Lam. & DC., Fl. Franç., ed. 3, 5: 529 (1815)
Myriophyllum spicatum L., Sp. Pl.: 992 (1753)
Myrrhis odorata (L.) Scop., Fl. Carniol., ed. 2, 1: 207 (1771)
Myrrhoides nodosa (L.) Cannon, Feddes Repert. 79: 65 (1968)
Myrsine africana L., Sp. Pl.: 196 (1753)
Myrtus communis L., Sp. Pl.: 471 (1753)
Najas marina L., Sp. Pl.: 1015 (1753)
Nanozostera noltii (Hornem.) Toml. & Posl., Taxon 50: 433 (2001)
Narcissus asturiensis (Jord.) Pugsley, J. Roy. Hort. Soc. 58: 40 (1933)
Narcissus bulbocodium L. subsp. citrinus (Baker) Voss, Vilm. Blumengärtn., ed. 3, 1: 1023 (1895)
Narcissus bulbocodium L. subsp. nivalis (Graells) K.Richt., Pl. Eur. 1: 237 (1890)
Narcissus bulbocodium L. subsp. quintanilhae A.Fern., Bol. Soc. Brot. 60: 305 (1987)
Narcissus ×fosteri Lynch, Gard. Chron., ser. 3, 47: 342, fig. 146 (1910)
Narcissus ×herminii Fern.Casas & Rivas Ponce, Fontqueria 20: 25, lám. 5 (1988)
Narcissus ×martinoae Nava & Fern.Casado, Fontqueria 31: 253 (1991)
Narcissus ×paedagogorum Nava & Fern.Casado, Fontqueria 31: 251 (1991)
Narcissus papyraceus Ker Gawl., Bot. Mag. 24: tab. 947 (1806)
Narcissus ×picoeuropeanus Fern.Casas, Fontqueria 56(15): 127-128 (2011)
Narcissus pseudonarcissus L. subsp. leonensis (Pugsley) Fern.Casas & Laínz, Fontqueria 6: 50 (1984)
Narcissus pseudonarcissus L. subsp. nobilis (Haw.) A.Fern., Bol. Soc. Brot., ser. 2, 25: 182 (1951)
Narcissus pseudonarcissus L. subsp. moschatus (L.) Baker, Handb. Amaryll.: 4 (1888)
Narcissus pseudonarcissus L. subsp. pallidiflorus (Pugsley) A.Fern., Bol. Soc. Brot., ser. 2, 25: 182 (1951)
Narcissus pseudonarcissus L. subsp. primigenius (Fern.Suárez ex M.Laínz) Fern.Casas & M.Laínz, Fontqueria 6: 49 (1984)
Narcissus ×somedanus Fern.Casado, Nava & Fern.Suárez, Fontqueria 48: 30, fig. 4 a-c (1997)
Narcissus tazetta L., Sp. Pl.: 290 (1753)
Narcissus triandrus L., Sp. Pl., ed. 2: 416 (1762)
Narcissus ×xaverii Nava & Fern.Casado, Fontqueria 31: 249 (1991)
Nardus stricta L., Sp. Pl.: 53 (1753)
Narthecium ossifragum (L.) Huds., Fl. Angl.: 128 (1762)
Nasturtium microphyllum (Boenn.) Rchb., Fl. Germ. Excurs.: 638 (1832)
Nasturtium officinale (L.) R.Br., in W.T.Aiton, Hort. Kew., ed. 2, 4: 111 (1812)
Neoschischkinia truncatula (Parl.) Valdés & H.Scholz subsp. durieui (Willk.) Valdés & H.Scholz, Willdenowia 36: 663 (2006)
Neotinea maculata (Desf.) Stearn, Ann. Mus. Goulandris 2: 79 (1975)
Neottia nidus-avis (L.) Rich., De Orchid. Eur.: 37 (1817)
Neottia ovata (L.) Bluff & Fingerh., Comp. Fl. German., ed. 2, 2: 435 (1838)
Nepeta caerulea Aiton, Hort. Kew. 2: 285 (1789)
Nepeta cataria L., Sp. Pl.: 570 (1753)
Nephrolepis cordifolia (L.) C.Presl, Tent. Pterid.: 79 (1836)
Nerium oleander L., Sp. Pl.: 209 (1753)
Neslia paniculata (L.) Desv. subsp. thracica (Velen.) Bornm., Oesterr. Bot. Z. 44: 125 (1894)
Nicotiana tabacum L., Sp. Pl.: 180 (1753)
Noccaea brachypetala (Jord.) F.K.Mey., Explor. Sci. Tunisie, Ill. Bot. 84: 464 (1973)
Noccaea caerulescens (J.Presl & C.Presl) F.K.Mey., Feddes Repert. 84(5-6): 463 (1973)
Nothobartsia spicata (Ramond) Bolliger, Pl. Syst. Evol. 179(1-2): 64 (1992)
Nuphar pumila (Timm) DC., Syst. Nat. 2: 61 (1821)
Nymphaea alba L., Sp. Pl.: 510-511 (1753)
Ochlopoa annua (L.) H.Scholz, Ber. Inst. Landschafts-Pflanzenökologie Univ. Hohenheim, Beih. 16: 58 (2003)
Ochlopoa infirma (Kunth) H.Scholz, Ber. Inst. Landschafts-Pflanzenökologie Univ. Hohenheim, Beih. 16: 59 (2003)
Ochlopoa supina (Schrad.) H.Scholz & Valdés, Willdenowia 36: 662 (2006)
Ocimum basilicum L., Sp. Pl.: 597 (1753)
Odontites longiflora (Vahl) Webb, Iter Hispan.: 24 (1838)
Odontites vernus (Bellardi) Dumort., Fl. Belg.: 32 (1829)
Odontites viscosa (L.) Clairv. subsp. asturica M.Laínz, Bol. Inst. Estud. Asturianos, Supl. Ci., 22: 27 (1976)
Odontites viscosa (L.) Clairv. subsp. australis (Boiss.) Jahand. & Maire, Cat. Pl. Maroc 3: 691 (1934)
Odontites vulgaris Moench, Methodus: 439 (1794)
Oenanthe crocata L., Sp. Pl.: 254 (1753)
Oenanthe lachenalii C.C.Gmel., Fl. Bad. 1: 678 (1805)
Oenothera biennis L., Sp. Pl.: 346 (1753)
Oenothera glazioviana Micheli, in Mart., Fl. Bras. 13(2): 178 (1875)
Oenothera rosea L'Hér. ex Aiton, Hort. Kew. 2: 3 (1789)
Oenothera stricta Ledeb. ex Link, Enum. Hort. Berol. Alt. 1: 377 (1821)
Olea europaea L., Sp. Pl.: 8 (1753)
Omalotheca hoppeana (W.D.J.Koch) Sch.Bip. & F.W.Schultz, in F.W.Schultz, Arch. Fl.: 311 (1861)
Omalotheca supina (L.) DC., Prodr. 6: 245 (1837)
Omphalodes nitida Hoffmanns. & Link, Fl. Port. 1: 194, t. 25 (1811)
Onobrychis viciifolia Scop., Fl. Carniol., ed. 2, 2: 76 (1772)
Ononis diffusa Ten., Prodr. Fl. Neapol.: 41 (1812)
Ononis pusilla L., Syst. Nat., ed. 10: 1159 (1759)
Ononis reclinata L., Sp. Pl., ed. 2: 1011 (1763) subsp. reclinata
Ononis spinosa L., Sp. Pl.: 716 (1753) subsp. spinosa (nom. cons.)
Onopordum acanthium L., Sp. Pl.: 827 (1753)
Ophioglossum azoricum C.Presl, Suppl. Tent. Pterid. 49 (1845)
Ophioglossum lusitanicum L., Sp. Pl.: 1063 (1753)
Ophioglossum vulgatum L., Sp. Pl.: 1062 (1753)
Ophiopogon japonicus (L.f.) Ker Gawl., Bot. Mag. 27: pl. 1063 (1807)
Ophrys apifera Huds., Fl. Angl.: 340 (1762)
Ophrys fusca Link, J. Bot. (Schrader) 2(4): 324 (1799) subsp. fusca
Ophrys insectifera L., Sp. Pl.: 948 (1753) subsp. insectifera
Ophrys scolopax Cav., Icon. 2: 46, t. 161 (1793)
Ophrys sphegodes Mill. subsp. litigiosa (E.G.Camus) Bech., Beitr. Pflanzengeogr. Nordschweiz: 46 (1925)
Ophrys sphegodes Mill. subsp. passionis (Sennen) Sanz & Nuet, Guia Camp Orquíd. Catalunya: 176 (1995)
Ophrys sphegodes Mill., Gard. Dict., ed. 8: n.º 8 (1768) subsp. sphegodes
Opuntia ficus-indica (L.) Mill., Gard. Dict., ed. 8: Opuntia n.º 2 (1768)
Orchis anthropophora (L.) All., Fl. Pedem. 2: 148 (1785)
Orchis langei K.Richt., Pl. Eur. 1: 273 (1890), pro hybrid.
Orchis mascula (L.) L., Fl. Suec., ed. 2: 310 (1755)
Orchis pallens L., Mant. Pl.: 292 (1771)
Orchis provincialis Balb. ex Lam. & DC., Syn. Pl. Fl. Gall.: 169 (1806)
Orchis purpurea Huds., Fl. Angl.: 334 (1762)
Orchis ustulata L., Sp. Pl.: 941 (1753)
Oreochloa confusa (Coincy) Rouy, in Rouy & Foucaud, Fl. France 14: 168 (1913)
Oreojuncus trifidus (L.) Drábková & Kirschner, Preslia 83 (4): 499 (2013)
