Taxón
Cydonia oblonga Mill., Gard. Dict., ed. 8: n.º 1 (1768)
Cymbalaria muralis G.Gaertn., B.Mey. & Scherb., Ökon. Fl. Wetterau 2: 397 (1800)
Cynara cardunculus L., Sp. Pl.: 827 (1753)
Cynara scolymus L., Sp. Pl.: 827 (1753)
Cynodon dactylon (L.) Pers., Syn. Pl. 1: 85 (1805)
Cynoglossum creticum Mill., Gard. Dict., ed. 8: n.º 3 (1768)
Cynoglossum officinale L., Sp. Pl.: 134 (1753)
Cynosurus cristatus L., Sp. Pl.: 72 (1753) 
Cynosurus echinatus L., Sp. Pl.: 72 (1753)
Cynosurus elegans Desf. subsp. obliquatus (Link) Batt. & Trab., in Batt. & Trab., Fl. Algérie: 191 (1895)
Cyperus alternifolius L., Mant. Pl.: 28 (1767)
Cyperus eragrosis Lam., Tabl. Encycl. 1: 146 (1791)
Cyperus esculentus L., Sp. Pl.: 45 (1753)
Cyperus fuscus L., Sp. Pl.: 46 (1753)
Cyperus longus L. subsp. badius (Desf.) Murb., Contr. Fl. Nord-Ouest Afrique 3: 27 (1899)
Cyperus rotundus L., Sp. Pl.: 55 (1753)
Cyphomandra betacea (Cav.) Sendtn., Flora 28(11): 172–173, pl. 4, f. 1–6 (1845)
Cyphomandra crassifolia (Ortega) Kuntze, Revis. Gen. Pl. 3(2): 220 (1898) 
Cyrtomium falcatum (L.f.) C.Presl, Tent. Pterid.: 86 (1836)
Cystopteris alpina (Lam.) Desv., Mém. Soc. Linn. Paris 6: 264 (1827)
Cystopteris diaphana (Bory) Blasdell, Mem. Torrey Bot. Club 21: 47 (1963)
Cystopteris dickieana R.Sim, Gard. Farmer’s J. 2(20): 308 (1848)
Cystopteris fragilis (L.) Bernh., Neues J. Bot. 1(2): 27 (1805) subsp. fragilis
Cystopteris fragilis (L.) Bernh. subsp. pseudoregia Rivas Mart., T.E.Díaz, Fern.Prieto, Loidi & Penas, Veg. Alta Mont. Cantábrica: 263 (1984)
Cytinus hypocistis (L.) L., Syst. Nat., ed. 12, 2: 602 (1767)
Cytisus cantabricus (Willk.) Rchb.f. & Beck, in Rchb., Icon. Fl. Germ. Helv. 22: 15 (1867)
Cytisus commutatus (Willk.) Briq., Étud. Cytises Alpes Mar.: 151 (1894) subsp. commutatus
Cytisus commutatus (Willk.) Briq. subsp. merinoi Laínz & M.Laínz, Bol. Soc. Brot ser 2, 32: 68 (1958)
Cytisus multiflorus (L'Hér.) Sweet, Hort. Brit.: 112 (1826)
Cytisus oromediterraneus Rivas Mart., T.E.Díaz, Fern.Prieto, Loidi & Penas, Veg. Alta Mont. Cantábrica: 264 (1984)
Cytisus ×praecox Bean, Kew Bull. app. 1: 24 (1892)
Cytisus scoparius (L.) Link, Enum. Hort. Berol. Alt. 2: 241 (1822)
Cytisus striatus (Hill) Rothm., Feddes Repert. 53: 149 (1944) subsp. striatus 
Daboecia cantabrica (Huds.) K.Koch, Dendrologie 2(1): 132 (1872)
Dactylis glomerata L., Sp. Pl.: 71 (1753) subsp. glomerata 
Dactylis glomerata L. subsp. hackelii (Asch. & Graebn.) Cif. & Giacom., Nomenclator Fl. Ital. 1: 36 (1950)
Dactylis glomerata L. subsp. hispanica (Roth) Nyman, Consp. Fl. Eur.: 819 (1882)
Dactylis glomerata L. subsp. lobata (Drejer) H.Lindb., Oefvers. Förh. Finska Vetensk.-Soc. 38 (13): 9 (1906)
Dactylis glomerata L. subsp. izcoi S.Ortíz & Rodr.Oubiña, Ann. Bot. Fenn. 30(4): 305 (1993)
Dactylorhiza durandii (Boiss. & Reut.) M.Laínz, Aport. Conoc. Fl. Gallega 7: 31 (1971)
Dactylorhiza elata (Poir.) Soó subsp. iberica (T.Stephenson) Kreutz, Eurorchis 17: 104 (2005)
Dactylorhiza elata (Poir.) Soó subsp. sesquipedalis (Willd.) Soó, Nom. Nov. Gen. Dactylorhiza: 7 (1962)
Dactylorhiza fuchsii (Druce) Soó, Nom. Nov. Gen. Dactylorhiza: 8 (1962)
Dactylorhiza incarnata (L.) Soó, Nom. Nov. Gen. Dactylorhiza: 3 (1962)
Dactylorhiza insularis (Sommier) Ó.Sánchez & Herrero, in Castrov. & al. (eds.), Fl. Iber. 21: 98, 239 Apéndice V (2005)
Dactylorhiza maculata (L.) Soó subsp. elodes (Griseb.) Soó, Nom. Nov. Gen. Dactylorhiza: 7 (1962)
Dactylorhiza maculata (L.) Soó subsp. ericetorum (E.F.Linton) P.F.Hunt & Summerh., Watsonia 6: 132 (1965)
Dactylorhiza maculata (L.) Soó, Nom. Nov. Gen. Dactylorhiza: 7 (1962) subsp. maculata
Dactylorhiza romana (Sebast.) Soó subsp. guimaraesii (E.G.Camus) H.A.Pedersen, Bot. J. Linn. Soc. 152: 426 (2006)
Dactylorhiza romana (Sebast.) Soó, Nom. Nov. Gen. Dactylorhiza: 3 (1962) subsp. romana
Dactylorhiza sambucina (L.) Soó, Nom. Nov. Gen. Dactylorhiza: 3 (1962)
Dactylorhiza viridis (L.) R.M.Bateman, Pridgeon & M.W.Chase, Lindleyana 12: 129 (1997)
Danthonia decumbens (L.) DC., in Lam. & DC., Fl. Franç., ed. 3, 3: 33 (1805)
Daphne laureola L., Sp. Pl.: 357 (1753)
Daphne odora Thunb., Syst. Veg., ed. 14: 372 (1784)
Dasiphora fruticosa (L.) Rydb., Mem. Dept. Bot. Columbia Coll. 2: 188 (1898)
Datura stramonium L., Sp. Pl.: 179 (1753) 
Daucus carota L., Sp. Pl.: 242 (1753) subsp. carota
Daucus carota L. subsp. gummifer (Syme) Hook.f., Student Fl. Brit. Isl., ed. 3: 185 (1884)
Daucus carota subsp. major (Vis.) Arcang., Comp. Fl. Ital.: 299 (1882)
Daucus carota L. subsp. sativus (Hoffm.) Schübl. & G.Martens, Fl. Würtemberg: 179 (1834)
Davallia canariensis (L.) Sm., Mém. Acad. Roy. Sci. (Turín) 5: 414 (1793)
Delairea odorata Lem., Ann. Sci. Nat., Bot., sér 3, 1: 379 (1844)
Deschampsia cespitosa (L.) P.Beauv. subsp. subtriflora (Lag.) Ehr.Bayer & G.López, Anales Jard. Bot. Madrid 52(1): 56 (1994)
Deschampsia gallaecica (Cervi & Romo) García-Suárez, Fern.-Carv. & Fern.Prieto, Bot. J. Linn. Soc. 124: 317 (1997)
Descurainia sophia (L.) Webb ex Prantl, in Engl. & Prantl, Nat. Pflanzenfam. 3(2): 192 (1891)
Dethawia splendens (Lapeyr.) Kerguélen, Ind. Syn. Fl. Fr. (Coll. Patrim. Nat., 8): 13 (1993)
Deutzia scabra Thunb., Nova Gen. Pl. 1: 20 (1781)
Dianthus armeria L. Sp. Pl.: 410 (1753)
Dianthus deltoides L., Sp. Pl.: 411 (1753)
Dianthus hyssopifolius L., Cent. Pl. I: 11 (1755)
Dianthus langeanus Willk., in Willk. & Lange, Prodr. Fl. Hispan. 3: 690 (1878)
Dianthus pungens L. subsp. brachyanthus (Boiss.) M.Bernal, Fern.Casas, G.López, M.Laínz & Muñoz Garm., Anales Jard. Bot. Madrid, 44: 186 (1987)
Dichondra micrantha Urb., Symb. Antill. 9: 243 (1924)
Dichoropetalum carvifolia (Vill.) Pimenov & Kljuykov, Willdenowia 37: 478 (2007)
Dicksonia antarctica Labill., Nov. Holl. Pl. 2: 100, t. 249 100 (1807)
Digitalis parviflora Jacq., Hort. Bot. Vindob. 1: 6, t. 17 (1770)
Digitalis purpurea L., Sp. Pl.: 621 (1753)
Digitaria sanguinalis (L.) Scop., Fl. Carniol., ed. 2, 1: 54 (1771)
Diospyros kaki L.f., Suppl. Pl.: 439 (1781)
Diospyros lotus L., Sp. Pl.: 1057 (1753)
Diphasiastrum alpinum (L.) Holub, Preslia 47(2): 107, 147, 232 (1975)
Diplotaxis erucoides (L.) DC., Syst. Nat. 2: 631 (1821)
Diplotaxis muralis (L.) DC., Syst. Nat. 2: 634 (1821)
Diplotaxis tenuifolia (L.) DC., Syst. Nat. 2: 632 (1821)
Diplotaxis viminea (L.) DC., Syst. Nat. 2: 635 (1821)
Dipsacus fullonum L., Sp. Pl.: 97 (1753)
Dittrichia graveolens (L.) Greuter, Exsicc. Genav. 4: 71 (1973)
Dittrichia viscosa (L.) Greuter, Exsicc. Genav. 4: 71 (1973)
Doronicum carpetanum Boiss. & Reut. ex Willk. & Lange, Prodr. Fl. Hispan. 2: 108 (1865) subsp. carpetanum
Doronicum carpetanum Boiss. & Reut. ex Willk. & Lange subsp. diazii (Pérez Morales & Penas) Alv.Fern., Novon 11: 294 (2001)
Doronicum carpetanum Boiss. & Reut. ex Willk. & Lange subsp. pubescens (Pérez Morales, Penas, Llamas & Acedo) Aizpuru, Munibe 50: 11 (1998)
Doronicum grandiflorum Lam. subsp. braunblanquetii Rivas Mart., T.E.Diaz, Fern.Prieto, Loidi & Penas, Veg. Picos De Europa: 265 (1984)
Doronicum plantagineum L., Sp. Pl.: 885 (1753)
Dorycnium rectum (L.) Ser., in DC., Prodr. 2: 208 (1825)
Draba aizoides L. subsp. estevei Rivas Mart., M.E.García & Penas, Candollea 46(2): 461 (1991)
Draba cantabriae (M.Laínz) M.Laínz, Candollea 24: 259 (1969) subsp. cantabriae
Draba cantabriae (M.Laínz) M.Laínz subsp. izcoi Rivas Mart., M.E.García & Penas, Candollea 46(2): 462 (1991)
Draba dedeana Boiss. & Reut., in Boiss., Voy. Bot. Midi Esp. 2: 718 (1845)
Draba muralis L., Sp. Pl.: 642 (1753)
Drosera intermedia Hayne, in Dreves, Bot. Bilderb.: 3, t. 3 (1798) 
Drosera longifolia L., Sp. Pl.: 282 (1753)
Drosera rotundifolia L., Sp. Pl.: 281 (1753)
Drymochloa sylvatica (Pollich) Holub, Folia Geobot. Phytotax. 19: 99 (1984)
Dryopteris aemula (Aiton) Kuntze, Revis. Gen. Pl. 2: 812 (1891)
Dryopteris affinis (Lowe) Fraser-Jenk., Fern Gaz. 12: 56 (1979) subsp. affinis
Dryopteris ×arecesiae Pérez Carro & T.E.Díaz, Anales Jard. Bot. Madrid 47(1): 239 (1990)
Dryopteris ×asturiensis Fraser-Jenk. & Gibby, Fern Gaz. 13(2): 113 (1986)
Dryopteris borreri (Newman) Oberh. & Tavel, Verh. Schweiz. Naturf. Ges. 118: 153 (1937)
Dryopteris cambrensis (Fraser-Jenk.) Beitel & W.R.Buck, Fiddlehead Forum 15(2): 15 (1988)
Dryopteris carthusiana (Vill.) H.P.Fuchs, Bull. Soc. Bot. France 105: 339 (1959)
Dryopteris ×complexa Fraser-Jenk., in Derrick, Jermy & Paul, Sommerfeltia 6: 11 (1987)
Dryopteris corleyi Fraser-Jenk., Bol. Soc. Brot., ser. 2, 55: 248 (1982)
Dryopteris dilatata (Hoffm.) A.Gray, Manual: 631 (1848)
Dryopteris expansa (C.Presl) Fraser-Jenk. & Jermy, Fern Gaz. 11(5): 338 (1977)
Dryopteris filix-mas (L.) Schott, Gen. Fil.: t. 9 (1834)
Dryopteris ×fraser-jenkinsii Gibby & Widén, Fern Gaz. 10: 230 (1982)
Dryopteris ×gomerica Gibby & Widén, Fern Gaz. 12(5): 267 (1983)
Dryopteris guanchica Gibby & Jermy, Bot. J. Linn. Soc. 74: 256 (1977)
Dryopteris ×mantoniae Fraser-Jenk. & Corley, Brit. Fern Gaz. 10(5): 230 (1973)
Dryopteris mindshelkensis Pavlov, Vestn. Akad. Nauk Kazakhsk. SSR 8: 129 (1954)
Dryopteris oreades Fomin, Vestn. Tiflissk. Bot. Sada 18: 20 (1911)
Dryopteris ×tavelii Rothm., Candollea 19: 92 (1946)
Echinochloa crus-galli (L.) P.Beauv., Agrost.: 53, 161 (1812)
Echium pininana Webb & Berthel., Hist. Nat. Iles Canaries 2(3): 44 (1844)
Echium plantagineum L., Mant. Pl.: 202 (1771)
Echium vulgare L., Sp. Pl.: 139 (1753)
Eichhornia crassipes (Mart.) Solms, in A.DC. & C.DC., Monogr. Phan. 4: 527 (1883)
Elaeagnus angustifolia L., Sp. Pl.: 121 (1753)
Elaeagnus ×ebbingei Boom ex J.Door., Jaarb. Nederl. Dendr. Ver. 17(Enkele Nieuwe Hybr.): 109 (1952)
Elaeagnus pungens Thunb., Fl. Jap.: 68 (1784)
Eleocharis bonariensis Nees, J. Bot. (Hooker) 2: 398 (1840)
Eleocharis mamillata (H.Lindb.) H.Lindb. subsp. austriaca (Hayek) Strandh., Opera Bot. 9(2): 9 (1965)
Eleocharis multicaulis (Sm.) Desv., Observ. Pl. Angers: 74 (1818)
Eleocharis palustris (L.) Roem. & Schult., Syst. Veg., ed. 15, 2: 151 (1817) subsp. palustris
Eleocharis palustris (L.) Roem. & Schult. subsp. vulgaris Walters, J. Ecol. 37: 194 (1949)
Eleocharis parvula (Roem. & Schult.) Link ex Bluff, Nees & Schauer, Comp. Fl. German. 1(1): 93 (1836)
Eleocharis quinqueflora (Hartmann) O.Schwarz, Mitt. Thür. Bot. Ges. 1: 89 (1949)
Eleusine indica (L.) Gaertn., Fruct. Sem. Pl. 1: 8 (1788)
Eleusine tristachya (Lam.) Lam., Tabl. Encycl. 1: 203 (1792)
Elymus caninus (L.) L., Fl. Suec., ed. 2: 39 (1755)
Elytrigia atherica (Link) Kerguélen, Lejeunia 120: 86 (1987)
Elytrigia campestris (Godr. & Gren.) Kerguélen, Lejeunia, ser. 2, 120: 86 (1987)
Elytrigia juncea (L.) Nevski subsp. boreoatlantica (Simonet & Guin.) Hyl., Bot. Not. 3: 357 (1953)
Elytrigia repens (L.) Desv. ex Nevski, Acta Univ. Asiae Med., ser. 8b, 17: 61 (1934)
Empetrum nigrum L., Sp. Pl.: 1022 (1753) s.l.
Ensete ventricosum (Welw.) Cheesman, Kew Bull. 2:101 (1947)
Epikeros pyrenaeus (L.) Raf., Good Book: 51 (1840)
Epilobium alsinifolium Vill., Prosp. Hist. Pl. Dauphiné: 45 (1779)
Epilobium anagallidifolium Lam., Encycl. 2: 376 (1786)
Epilobium angustifolium L., Sp. Pl.: 347 (1753)
Epilobium duriaei J.Gay ex Godr., in Gren. & Godr., Fl. France 1: 581 (1849)
Epilobium ×haynaldianum Hausskn., Monogr. Epilobium: 177 (1884)
Epilobium hirsutum L., Sp. Pl.: 347 (1753)
Epilobium lanceolatum Sebast. & Mauri, Fl. Roman. Prodr.: 138 (1818)
Epilobium montanum L., Sp. Pl.: 348 (1753), Sp. Pl.: 348 (1753)
Epilobium obscurum Schreb., Spic. Fl. Lips.: 147 (1771)
Epilobium palustre L., Sp. Pl.: 348 (1753)
Epilobium parviflorum Schreb., Spic. Fl. Lips.: 146 (1771)
Epilobium tetragonum L., Sp. Pl.: 348 (1753)
Epipactis atrorubens (Hoffm.) Besser, Prim. Fl. Galiciae Austriac. 2: 220 (1809)
Epipactis helleborine (L.) Crantz, Stirp. Austr. Fasc. 2: 467 (1769)
Epipactis kleinii M.B.Crespo, M.R.Lowe & Piera, Taxon 50: 854 (2001)
Epipacis microphylla (Ehrh.) Sw., Kongl. Vetensk. Acad. Nya Handl. 21: 232 (1880)
Epipactis palustris (L.) Crantz, Stirp. Austr. Fasc. 2: 462 (1769)
Equisetum arvense L., Sp. Pl.: 1061 (1753)
Equisetum fluviatile L., Sp. Pl.: 1062 (1753)
Equisetum ×font-queri Rothm., Feddes Repert. 54: 79 (1944)
Equisetum hyemale L., Sp. Pl.: 1062 (1753)
Equisetum ×moorei Newman, Phytologist 5: 19 (1854)
Equisetum palustre L., Sp. Pl.: 1061 (1753)
Equisetum ramosissimum Desf., Fl. Atlant. 2: 398 (1799)
Equisetum sylvaticum L., Sp. Pl.: 1061 (1753)
Equisetum telmateia Ehrh., Hannover. Mag. 21: 287 (1783)
Equisetum variegatum Schleich., Hannover. Mag. 21: 287 (1783)
Eragrostis mexicana (Hornem.) Link, Hort. Berol. 1: 190 (1827) subsp. mexicana
Erica arborea L., Sp. Pl.: 353 (1753)
Erica australis L. subsp. aragonensis (Willk.) Cout., Fl. Portugal: 463 (1913)
Erica canaliculata Andrews, Col. Engr. Heaths 3: t. 157 (1809)
Erica ciliaris Loefl. ex L., Sp. Pl.: 354 (1753)
Erica cinerea L., Sp. Pl.: 352 (1753)
Erica ×darleyensis Bean, Trees Shrubs Brit. Isl. 1: 521 (1914)
Erica erigena R.Ross, Watsonia 7: 164 (1969)
Erica lusitanica Rudolphi subsp. cantabrica Fagúndez & Izco, Nordic J. Bot. 24(4): 390 (2007)
Erica mackaiana Bab., in J.Mackay, Fl. Hibern. 1: 181 (1836)
Erica ×praegeri Ostenf., New Phytol. 11: 120 (1912)
Erica tetralix L., Sp. Pl.: 353 (1753)
Erica umbellata Loefl. ex L., Sp. Pl.: 352 (1753)
Erica vagans L., Mant. Pl.: 230 (1771) (nom. cons.)
Erica ×veitchii Bean nothosubsp. asturica Fagúndez, Bot. Complutensis 30: 135 (2006)
Erica ×watsonii Benth., Prodr. 7(2): 665 (1839)
Erigeron bilbaoanus (J.Rémy) Cabrera, Revista Mus. La Plata, Secc. Bot. 4: 254 (1941)
Erigeron bonariensis L., Sp. Pl.: 863 (1753)
Erigeron canadensis L., Sp. Pl.: 863 (1753)
Erigeron sumatrensis Retz., Observ. Bot. 5: 28 (1810)
Erigeron acris L., Sp. Pl.: 863 (1753)
Erigeron alpinus L., Sp. Pl.: 864 (1753)
Erigeron karvinskianus DC., Prodr. 5: 285 (1836)
Erigeron uniflorus L. subsp. picoeuropaeanus M.J.Y.Foley, Anales Jard. Bot. Madrid 58(2): 235 (2001)
Erinus alpinus L., Sp. Pl.: 630 (1753)
Eriobotrya japonica (Thunb.) Lindl., Trans. Linn. Soc. London 13: 102 (1821)
Eriophorum angustifolium Honck., Verz. Gew. Teutschl.: 153 (1782)
Eriophorum latifolium Hoppe, Bot. Taschenb. 1800: 108 (1800)
Eriophorum vaginatum L., Sp. Pl.: 52 (1753)
Erodium aethiopicum (Lam.) Brumh. & Thell. subsp. pilosum (Thuill.) Guitt., Boissiera 20: 105 (1972)
Erodium botrys (Cav.) Bertol., Amoen. Ital.: 35 (1819)
Erodium carvifolium Boiss. & Reut., Diagn. Pl. Nov. Hisp.: 9 (1842)
Erodium castellanum (Pau) Guitt., Boissiera 20: 1, 17 (1972)
Erodium ciconium (L.) L'Hér., in Aiton, Hort. Kew. 2: 415 (1789)
Erodium cicutarium (L.) L'Hér., in Aiton, Hort. Kew. 2: 414 (1789)
Erodium glandulosum (Cav.) Willd., Sp. Pl. 3(1): 628 (1800)
Erodium malacoides (L.) L'Hér., in Aiton, Hort. Kew. 2: 415 (1789)
Erodium moschatum (L.) L'Hér., in Aiton, Hort. Kew. 2: 414 (1789)
Erophila verna (L.) Chevall., Fl. Gén. Env. Paris 2: 898 (1827)
Eruca vesicaria (L.) Cav., Descr. Pl.: 426 (1802)
Erucastrum nasturtiifolium (Poir.) O.E.Schulz, Bot. Jahrb. Syst. 54, Beibl. 119: 56 (1916) subsp. nasturtiifolium
Eryngium bourgatii Gouan, Ill. Observ. Bot.: 7, t. 3, figs. 1-3 (1773)
Eryngium campestre L., Sp. Pl.: 233 (1753)
Eryngium duriaei J.Gay ex Boiss., Voy. Bot. Midi Esp. 2: 237 (1840)
Eryngium maritimum L., Sp. Pl.: 233 (1753)
Eryngium tenue Lam., Encycl. 4: 755 (1798)
Erysimum cantabricum Álv.Mart., Fern.Casado & Nava, Anales Jard. Bot. Madrid 44(2): 539 (1987)
Erysimum cheiri (L.) Crantz, Cl. Crucif. Emend.: 116 (1769)
Erysimum duriaei Boiss., Diagn. Pl. Orient., ser. 1, 3(1): 26 (1854)
Erysimum linifolium (Pourr. ex Pers.) J.Gay, Erysim. Nov.: 3 (1842)
Erysimum mayorii Álv.Mart., Nava & Fern.Casado, Anales Jard. Bot. Madrid 43(1): 174 (1986)
Erythronium dens-canis L., Sp. Pl.: 305 (1753)
Escallonia rubra (Ruiz & Pav.) Pers., Syn. Pl. 1: 235 (1805)
Eschscholzia californica Cham., in Nees, Horae Phys. Berol.: 74, t. 15 (1820)
Eucalyptus camaldulensis Dehnh., Cat. Horti Camald., ed. 2: 20 (1832)
Eucalyptus globulus Labill., Voy. Rech. Pérouse 1: 153 (1800)
Eucalyptus gunnii Hook.f., J. Bot. 3: 499 (1844)
Eucalyptus nitens Maiden, Crit. Rev. Eucalyptus 2: 272 (1913)
Eudianthe laeta Rchb. ex Willk., Icon. Descr. Pl. Nov 1: 29 (1853)
Euonymus europaeus L., Sp. Pl.: 197 (1753)
Euonymus japonicus L.f., Suppl. Pl.: 154 (1782)
Eupatorium cannabinum L., Sp. Pl.: 838 (1753)
Euphorbia amygdaloides L., Sp. Pl.: 463 (1753)
Euphorbia angulata Jacq., Collectanea 2: 309 (1789)
Euphorbia characias L. subsp. wulfenii (Hoppe ex W.D.J.Koch) Radcl.-Sm., Repert. Spec. Nov. Regni Veg. 79: 55 (1968)
Euphorbia dulcis L., Sp. Pl.: 457 (1753)
Euphorbia esula L., Sp. Pl.: 461 (1753)
Euphorbia exigua L., Sp. Pl.: 456 (1753) subsp. exigua
Euphorbia exigua L. subsp. merinoi M.Laínz, Brotéria, sér. Bot., 24: 141 (1955)
Euphorbia flavicoma DC. subsp. occidentalis M.Laínz, Bol. Inst. Estud. Asturianos, Supl. Ci., 22: 7 (1976)
Euphorbia helioscopia L., Sp. Pl.: 459 (1753)
Euphorbia hirsuta L., Amoen. Acad. 4: 483 (1759)
Euphorbia hyberna L., Sp. Pl.: 462 (1753)
Euphorbia lathyris L., Sp. Pl.: 457 (1753)
Euphorbia paralias L., Sp. Pl.: 458 (1753)
Euphorbia peplus L., Sp. Pl.: 456 (1753)
Euphorbia platyphyllos L., Sp. Pl.: 460 (1753)
Euphorbia polygalifolia Boiss. & Reut. ex Boiss. subsp. hirta (Lange) M.Laínz, Aport. Fl. Gallega VIII: 18 (1974)
Euphorbia polygalifolia Boiss. & Reut. ex Boiss., Cent. Euphorb.: 34 (1860) subsp. polygalifolia
Euphorbia portlandica L., Sp. Pl.: 458 (1753)
Euphorbia pyrenaica Jord., Obs. Pl. Crit. 3: 237, pl. 11(1-12) (1846)
Euphorbia segetalis L., Sp. Pl.: 458 (1753)
Euphorbia serrata L., Sp. Pl.: 459 (1753)
Euphorbia villosa Waldst. & Kit. ex Willd., Sp. Pl. 2(2): 909 (1798)
Euphrasia alpina Lam. subsp. asturica (Pugsley) Nava & Fern.Casado, Anales Jard. Bot. Madrid 43(1): 180 (1986)
Euphrasia eduardi Sennen, Pl. Espagne: n.º 6945 (1928)
Euphrasia hirtella Jord. ex Reut., Compt.-Rend. Trav. Soc. Hallér. 4: 120 (1856)
Euphrasia minima Jacq. ex DC., Lam. & DC., Fl. Franc., ed. 3, 3: 473 (1805)
Euphrasia salisburgensis Funck, in Hoppe, Bot. Taschenb. 1794: 190 (1794)
Euryops chrysanthemoides (DC.) B.Nord., Opera Bot. No. 20:365 (1968)
Euryops pectinatus (L.) Cass., Dict. Sci. Nat., ed. 2. 16: 51(1820)
Exaculum pusillum (Lam.) Caruel, in Parl., Fl. Ital. 6: 743 (1886)
Fagus sylvatica L., Sp. Pl.: 998 (1753)
Fallopia baldschuanica (Regel) Holub, Folia Geobot. Phytotax. (Praha) 6(2): 176 (1971)
Fallopia convolvulus (L.) Á.Löve, Taxon 19(2): 300 (1970)
Fallopia japonica (Houtt.) Ronse Decr., Bot. J. Linn. Soc.98(4): 369 (1988)
Farfugium japonicum (L.) Kitamura, Acta Phytotax. Geobot. 8: 268 (1939)
Fatsia japonica (Thunb.) Decne. & Planch., Rev. Hort. (París), ser. 4, 3: 105 (1854)
Felicia amelloides (L.) Voss, Vilm. Blumengärtn., ed. 3, 1: 472 (1894)
Festuca burnatii St.-Yves, Ann. Cons. Jard. Bot. Genève 16: 347, t. 4 (1913)
Festuca cagiriensis Timb.-Lagr., Bull. Soc. Hist. Nat. Toulouse 3: 128 (1870)
Festuca eskia Ramond ex DC., in Lam. & DC., Fl. Franç., ed. 3, 3: 52 (1805)
Festuca gautieri (Hack.) K.Richt., Pl. Eur. 1: 105 (1890)
Festuca glacialis Miégev., Bull. Soc. Bot. France 21: 9, sess. extr. (1874)
Festuca heteromalla Pourr., Mém. Acad. Sci. Toulouse, ser. 1, 3: 319 (1788)
Festuca heterophylla Lam., Fl. Franç. 3: 600 (1779)
Festuca hystrix Boiss., Elench. Pl. Nov.: 89 (1838)
Festuca indigesta Boiss.subsp. aragonensis (Willk.) Kerguélen, Lejeunia, ser. 2, 75: 158 (1975)
Festuca indigesta Boiss., Elench. Pl. Nov.: 91 (1838)subsp. indigesta 
Festuca ×jierru Nava, Fontqueria 7: 24 (1985)
Festuca juncifolia Chaub., in St.-Amans, Fl. Agen.: 40 (1821)
Festuca laevigata Gaudin, Alpina (Winterthür) 3: 60 (1808)
Festuca longifolia Thuill., Fl. Env. Paris, ed. 2: 50 (1799)
Festuca marginata (Hack.) K.Richt., Pl. Eur. 1: 96 (1890) subsp. marginata
Festuca marginata (Hack.) K.Richt. subsp. andresmolinae Fuente & Ortúñez, Bot. Complut. 18: 107 (1993)
Festuca nigrescens Lam. subsp. microphylla (St.-Yves) Markgr.-Dann., J. Linn. Soc., Bot. 76(4): 327 (1978)
Festuca nigrescens Lam., Encycl. 2: 460 (1788) subsp. nigrescens
Festuca picoeuropeana Nava, Fontqueria 7: 23 (1985)
Festuca rivas-martinezii Fuente & Ortúñez, Bot. J. Linn. Soc. 114(1): 25 (1994) subsp. rivas-martinezii
Festuca rivas-martinezii Fuente & Ortúñez subsp. rectifolia Fuente, Ortúñez & Ferrero Lom., Itinera Geobot. 10: 320 (1997)
Festuca rivularis Boiss., Elench. Pl. Nov.: 90 (1838)
Festuca rothmaleri (Litard.) Markgr.-Dann., Bot. J. Linn. Soc. 76(4): 325 (1978)
Festuca rubra L. subsp. pruinosa (Hack.) Piper, Contr. U.S. Natl. Herb. 10(1): 22 (1906)
Festuca rubra L., Sp. Pl.: 74 (1753) subsp. rubra
Festuca summilusitana Franco & Rocha Afonso, Bol. Soc. Brot. 54: 94 (1980)
Festuca trichophylla (Ducros ex Gaudin) K.Richt., Pl. Eur. 1: 100 (1890)
Festuca vasconcensis (Markgr.-Dann.) Auquier & Kerguélen, in Kerguélen, Bull. Soc. Bot. France 123(5-6): 320 (1976)
Festuca yvesii Sennen & Pau, in Sennen, Treb. Inst. Catalana Hist. Nat. 1917: 250 (1917)
×Festulolium braunii (K.Richt.) A.Camus, Bull. Mus. Hist. Nat. (Paris) 33: 538 (1927)
×Festulolium loliaceum (Huds.) C.E.Hubb., Kew Bull.1939: 101 (1939)
Ficus carica L., Sp. Pl.: 1059 (1753) 
Ficus elastica Roxb., Hort. Bengal.: 65 (1814)
Filago pyramidata L., Sp. Pl.: 1199 (1753)
Filago vulgaris Lam., Fl. Franç. 2: 61 (1779)
Filipendula ulmaria (L.) Maxim., Trudy Imp. S.-Peterburgsk. Bot. Sada 6(1): 251 (1879)
Filipendula vulgaris Moench, Methodus: 663 (1794)
Foeniculum vulgare Mill., Gard. Dict., ed. 8: n.º 1 (1768)
Forsythia ×intermedia Zabel, Gartenflora 34: 36 (1885)
Fragaria ×ananassa (Weston) Duchesne ex Rozier , Cours Compl. Agric. 5: 52 (1784)
Fragaria vesca L., Sp. Pl.: 494 (1753)
Frangula alnus Mill., Gard. Dict., ed. 8: n.º 1 (1768)
Frankenia laevis L., Sp. Pl.: 331 (1753) 
Fraxinus angustifolia Vahl, Enum. Pl. 1: 52 (1804) (nom. cons.)
Fraxinus excelsior L., Sp. Pl.: 1057 (1753)
Fraxinus ornus L., Sp. Pl.: 1057 (1753)
Fraxinus pennsylvanica Marshall, Arbust. Amer. 51(1785)
Fritillaria pyrenaica L., Sp. Pl.: 304 (1753)
Fuchsia magellanica Lam., Encycl. 2: 565 (1788)
